,AT,V,AP,RH,PE
5334,30.54,67.45,1014.37,32.97,431.35
5335,13.44,39.39,1012.93,84.29,469.67
5336,31.27,73.77,1003.27,71.48,430.32
5337,16.13,39.99,1007.04,80.49,465.25
5338,30.97,67.69,1005.61,50.88,425.35
5339,15.37,43.34,1014.84,80.37,460.02
5340,21.25,66.86,1012.99,60.65,455.72
5341,14.89,39.82,1013.23,82.49,470.19
5342,6.65,40.77,1021.79,88.84,482.9
5343,30.26,72.58,1007.0,65.51,425.71
5344,33.71,69.98,1013.09,42.62,431.99
5345,8.6,40.77,1011.8,89.45,480.82
5346,29.0,75.33,1001.6,71.43,432.65
5347,10.02,41.44,1017.37,77.65,479.63
5348,28.75,64.69,1007.1,60.37,437.94
5349,37.11,68.94,1006.23,31.15,429.25
5350,30.06,67.25,1017.63,53.59,435.02
5351,30.68,69.68,1012.86,56.56,438.68
5352,30.08,73.42,1011.17,63.86,434.95
5353,6.98,40.35,1011.92,94.72,484.19
5354,29.17,73.17,1009.87,60.97,432.07
5355,21.93,60.84,1017.8,82.61,443.89
5356,15.11,43.67,1012.06,91.75,467.82
5357,25.68,70.17,1001.38,85.89,433.92
5358,30.44,56.24,1005.19,56.24,429.34
5359,20.36,65.27,1011.73,70.8,445.67
5360,26.47,47.43,1009.09,54.94,439.4
5361,13.9,39.54,1007.01,81.33,471.16
5362,21.81,60.27,1015.93,91.38,441.85
5363,9.08,42.49,1010.67,85.35,481.46
5364,32.31,77.95,1010.15,62.17,430.15
5365,27.96,73.42,1011.11,71.93,435.93
5366,9.23,42.44,1014.34,94.2,481.29
5367,25.66,61.08,1013.0,71.21,446.05
5368,19.2,61.27,1020.02,65.53,455.2
5369,24.81,59.87,1018.56,61.18,444.89
5370,24.1,60.29,1008.2,61.81,449.79
5371,28.33,68.14,1004.63,71.21,431.27
5372,19.53,50.32,1009.71,94.46,449.59
5373,29.37,74.78,1009.47,55.65,434.2
5374,24.44,69.84,1005.34,80.37,430.3
5375,31.35,67.32,1013.74,38.56,439.81
5376,28.98,62.66,1009.1,52.62,438.45
5377,21.05,63.09,1016.49,91.23,447.45
5378,25.03,60.27,1017.9,72.04,438.24
5379,14.78,54.3,1016.96,68.53,463.75
5380,25.24,67.45,1013.56,50.91,438.99
5381,16.7,50.88,1015.11,97.25,456.18
5382,16.44,53.16,1014.82,75.29,458.49
5383,25.18,71.98,1006.71,89.86,432.88
5384,23.51,48.98,1014.63,41.56,454.06
5385,20.56,64.45,1012.24,53.09,458.97
5386,26.63,43.77,1011.33,49.3,440.95
5387,27.4,69.13,1001.4,82.47,426.18
5388,26.91,65.34,1014.19,50.7,443.6
5389,23.75,67.9,1006.25,70.17,445.22
5390,27.79,69.23,1012.86,45.71,435.06
5391,27.41,63.07,1011.5,55.3,445.02
5392,7.98,43.52,1022.45,97.68,481.93
5393,11.98,44.58,1016.45,78.8,477.56
5394,27.1,73.21,1002.97,89.68,430.87
5395,12.93,45.51,1015.27,87.27,469.83
5396,18.91,45.01,1012.9,59.81,456.12
5397,26.9,66.48,1004.47,54.71,432.95
5398,14.36,40.0,1016.16,68.79,460.42
5399,8.81,43.56,1014.99,81.5,482.52
5400,18.36,53.16,1013.31,83.18,458.47
5401,11.48,37.92,1008.47,70.55,472.9
5402,25.92,73.77,1001.27,94.28,432.0
5403,11.01,43.69,1016.7,81.48,477.3
5404,26.31,66.48,1005.93,63.9,432.89
5405,9.99,42.07,1018.78,85.68,471.6
5406,12.84,40.8,1026.95,69.86,475.59
5407,21.07,67.07,1004.64,86.16,446.05
5408,17.7,38.52,1020.15,69.8,455.5
5409,14.36,41.26,1021.16,73.43,462.25
5410,24.0,58.05,1011.28,74.32,447.16
5411,12.17,41.58,1013.89,88.98,463.03
5412,19.58,50.12,1009.82,100.1,449.44
5413,25.73,66.54,1010.07,55.97,437.07
5414,23.85,74.22,1009.99,82.72,441.66
5415,26.45,73.5,1010.31,74.33,433.44
5416,20.95,44.89,1010.48,67.97,450.39
5417,21.29,59.04,1012.49,84.23,445.37
5418,14.32,71.14,1019.87,79.15,460.02
5419,19.65,63.91,1009.26,99.08,444.9
5420,28.09,77.95,1017.07,70.98,436.94
5421,33.87,71.32,1007.91,39.48,435.89
5422,13.72,41.62,1011.14,75.79,455.52
5423,9.47,41.4,1026.49,87.9,479.68
5424,32.19,69.13,1000.45,48.22,425.21
5425,18.73,46.48,1007.19,79.23,450.74
5426,6.09,43.65,1020.95,71.15,485.96
5427,24.43,67.25,1017.99,74.27,436.5
5428,25.24,66.54,1002.07,81.22,433.86
5429,26.26,71.73,1009.59,80.06,430.79
5430,26.15,64.27,1013.03,59.77,439.11
5431,7.77,41.82,1032.72,72.8,479.4
5432,27.92,63.07,1010.75,45.26,442.87
5433,31.62,64.05,1010.94,58.93,439.09
5434,12.47,45.01,1017.8,95.25,467.18
5435,31.41,74.16,1008.65,68.5,430.37
5436,32.63,74.99,1002.42,40.07,432.79
5437,21.97,58.12,1014.21,85.93,448.91
5438,22.68,58.82,1010.11,82.8,443.86
5439,10.82,44.63,1020.64,90.26,473.23
5440,32.37,68.67,1005.45,47.98,430.35
5441,10.89,40.81,1025.82,81.18,478.23
5442,25.45,70.04,1011.2,82.48,430.2
5443,10.91,42.34,1021.83,94.99,470.91
5444,6.75,39.4,1011.28,90.84,483.77
5445,21.36,45.61,1013.43,83.64,456.85
5446,23.45,45.61,1012.84,73.42,454.92
5447,4.04,35.47,1017.51,87.35,486.86
5448,15.4,38.73,1000.67,79.71,469.18
5449,25.54,49.16,1003.64,47.4,443.55
5450,22.61,59.87,1019.12,66.12,441.2
5451,8.62,39.66,1015.18,89.59,482.99
5452,13.84,41.26,1020.92,74.74,462.46
5453,21.31,69.05,1002.46,73.42,440.97
5454,28.54,58.33,1013.9,49.4,439.28
5455,20.35,67.45,1015.14,69.22,447.64
5456,24.54,65.46,1014.27,40.77,446.26
5457,5.84,40.62,1018.58,82.73,482.1
5458,26.47,69.51,1009.51,65.02,433.89
5459,10.79,43.56,1015.15,73.01,479.64
5460,18.3,44.06,1017.95,63.24,456.32
5461,28.79,68.51,1013.02,62.84,432.51
5462,23.07,49.02,1009.07,84.1,444.22
5463,31.25,74.34,999.06,69.85,432.22
5464,18.16,39.99,1007.73,70.54,463.69
5465,25.06,74.33,1014.05,69.02,437.27
5466,26.71,59.39,1014.24,66.45,439.33
5467,26.45,75.6,1017.42,74.5,436.89
5468,18.67,47.83,1005.12,82.97,454.47
5469,10.29,40.0,1021.46,90.6,479.58
5470,5.52,39.33,1009.74,95.25,492.39
5471,23.41,54.42,1012.86,70.12,454.68
5472,29.91,74.9,1003.36,69.34,434.93
5473,19.92,46.97,1014.32,69.17,459.39
5474,26.85,63.56,1013.25,52.84,444.39
5475,23.59,58.62,1017.81,66.68,448.09
5476,22.72,63.73,1012.63,82.14,448.56
5477,20.3,62.52,1017.96,75.17,451.86
5478,17.0,45.09,1013.52,88.32,458.94
5479,8.89,41.54,1019.27,82.87,483.82
5480,12.61,41.79,1015.82,91.9,461.37
5481,28.9,71.94,1007.29,64.77,427.41
5482,5.49,38.5,1012.18,79.33,490.84
5483,12.91,42.07,1018.4,86.5,466.05
5484,9.45,41.4,1027.34,86.66,475.49
5485,27.47,69.98,1008.53,58.72,431.11
5486,5.79,39.61,1021.64,85.41,489.6
5487,21.92,49.02,1009.29,88.56,443.31
5488,27.07,65.59,1012.14,63.93,442.71
5489,20.6,66.86,1013.08,62.48,451.44
5490,30.73,69.89,1015.0,58.9,426.79
5491,26.31,48.6,1002.64,60.04,440.06
5492,19.98,49.15,1021.56,63.89,457.54
5493,21.31,58.66,1012.67,69.36,451.96
5494,11.48,44.58,1016.43,80.15,478.53
5495,23.33,73.18,1012.51,91.29,436.33
5496,14.05,40.71,1016.36,68.58,465.74
5497,10.06,34.69,1027.9,71.73,477.68
5498,6.86,41.17,1020.12,79.14,490.23
5499,28.87,57.19,1008.09,64.29,435.57
5500,24.83,62.4,1010.13,70.18,442.2
5501,10.42,39.96,1025.21,95.69,470.81
5502,27.51,63.73,1009.97,66.14,440.81
5503,23.97,68.67,1006.63,76.83,441.53
5504,27.22,68.3,1016.84,64.88,436.81
5505,11.54,45.0,1022.77,80.79,482.34
5506,21.44,48.98,1014.4,54.22,454.5
5507,25.1,61.47,1007.84,75.75,447.27
5508,22.84,61.87,1010.63,51.67,442.72
5509,26.03,69.68,1011.61,60.75,449.54
5510,18.9,58.46,1016.74,87.65,449.32
5511,11.75,42.32,1015.28,77.25,470.44
5512,27.37,76.09,1007.52,89.12,433.34
5513,17.73,43.72,1009.33,76.68,453.94
5514,20.01,56.65,1020.77,74.46,457.01
5515,7.89,39.37,1016.28,84.66,483.82
5516,11.53,41.14,1025.63,88.54,469.04
5517,13.46,41.4,1019.46,71.73,467.4
5518,13.74,39.35,1014.82,77.48,471.11
5519,13.77,43.13,1016.63,62.13,468.45
5520,20.25,59.8,1015.3,82.69,453.81
5521,10.75,40.81,1015.93,79.27,474.71
5522,11.77,39.39,1012.9,85.8,478.51
5523,9.29,39.96,1026.2,97.55,473.51
5524,15.15,41.35,1006.3,86.16,468.64
5525,16.96,44.9,1020.5,77.53,458.1
5526,27.01,65.06,1013.16,53.02,439.81
5527,12.74,44.03,1007.62,97.64,463.96
5528,5.21,43.65,1017.64,78.62,486.08
5529,8.18,40.02,1031.45,73.66,478.81
5530,20.13,60.07,1014.79,63.57,453.49
5531,31.54,67.32,1013.79,36.99,433.02
5532,19.79,64.45,1016.14,73.54,451.37
5533,14.96,43.02,1012.77,42.93,467.16
5534,9.0,40.78,1025.39,99.22,468.5
5535,16.47,38.01,1022.3,72.29,461.54
5536,16.0,45.09,1014.31,60.02,458.46
5537,25.42,73.17,1012.29,85.86,437.06
5538,9.27,39.64,1010.79,79.56,480.29
5539,6.85,37.49,1011.01,84.53,483.12
5540,30.49,64.44,1013.43,51.73,438.09
5541,4.81,42.85,1013.96,86.94,479.8
5542,29.93,69.48,1009.21,54.59,430.75
5543,21.93,60.84,1018.96,76.8,440.76
5544,13.35,41.44,1015.9,66.04,473.17
5545,32.44,77.95,1014.83,50.69,434.97
5546,11.8,43.22,1008.57,78.01,469.55
5547,24.4,60.32,1016.5,70.96,447.73
5548,21.92,58.79,1010.09,89.7,446.71
5549,8.27,37.7,1015.09,73.64,479.16
5550,7.0,36.24,1013.15,89.64,483.06
5551,20.74,59.8,1015.46,76.39,452.99
5552,12.58,43.67,1014.36,91.72,473.02
5553,24.22,62.08,1022.53,60.79,449.11
5554,18.43,44.63,1019.76,39.99,458.75
5555,12.52,71.14,1019.49,76.11,463.22
5556,19.18,50.12,1005.99,100.09,444.56
5557,13.51,44.9,1019.29,77.24,464.86
5558,26.38,70.47,1007.36,76.91,434.02
5559,11.65,41.54,1020.09,67.96,476.4
5560,10.31,37.5,1008.55,99.31,474.16
5561,15.37,50.59,1019.02,98.2,463.35
5562,29.89,65.74,1012.95,51.36,438.24
5563,31.53,70.36,1006.29,57.11,438.71
5564,6.25,39.48,1004.82,52.71,484.26
5565,29.09,70.02,1010.13,48.06,443.27
5566,12.0,41.5,1013.21,86.75,473.68
5567,18.61,47.83,1006.43,78.89,454.21
5568,16.34,36.99,1006.99,90.06,466.24
5569,28.12,58.33,1013.61,39.67,448.72
5570,12.64,41.26,1020.79,83.66,465.78
5571,26.1,62.91,1012.44,60.91,446.05
5572,8.07,43.41,1016.02,76.26,467.56
5573,27.5,68.24,1010.38,73.44,430.9
5574,28.44,77.54,1011.73,77.3,433.21
5575,28.31,71.85,1009.0,77.56,429.57
5576,22.72,64.15,1021.14,60.34,453.13
5577,22.79,44.57,1007.31,69.36,448.91
5578,17.08,40.12,1012.17,81.5,457.81
5579,15.6,41.04,1025.48,64.43,457.49
5580,22.07,48.41,1008.71,81.29,444.01
5581,24.16,66.05,1016.45,73.27,443.75
5582,14.93,39.16,1007.25,72.35,463.2
5583,11.99,38.28,1013.65,91.31,469.23
5584,16.85,52.9,1019.47,81.28,460.84
5585,24.82,66.54,1010.0,60.36,440.88
5586,21.67,69.71,1010.46,96.83,440.16
5587,18.06,43.14,1013.95,62.21,461.27
5588,30.05,66.44,1008.46,76.82,427.55
5589,18.36,62.1,1019.9,79.09,453.5
5590,32.02,67.83,1007.77,53.31,426.55
5591,24.61,62.39,1006.39,79.08,437.01
5592,8.41,39.16,1015.47,93.42,484.34
5593,8.94,36.71,1025.5,80.45,477.62
5594,22.57,63.94,1013.49,81.61,443.58
5595,9.92,40.64,1020.39,95.41,469.65
5596,26.51,50.05,1006.75,65.34,440.22
5597,24.93,47.01,1015.12,64.8,455.39
5598,24.43,58.95,1017.18,57.73,441.4
5599,12.28,39.96,1011.76,77.07,468.0
5600,9.75,35.76,1019.88,62.31,474.31
5601,10.94,40.81,1026.03,80.79,476.32
5602,25.37,68.31,1011.12,70.99,441.76
5603,23.82,60.32,1016.61,75.29,445.0
5604,9.26,40.11,1024.38,74.82,460.72
5605,24.57,66.54,1004.44,83.15,432.41
5606,29.55,72.29,1007.94,84.45,430.98
5607,27.37,63.31,1012.89,60.11,439.15
5608,11.83,38.25,1013.36,85.33,473.31
5609,22.32,70.47,1010.97,83.16,441.87
5610,5.8,45.87,1009.14,92.06,481.6
5611,25.41,69.14,1006.4,87.4,436.59
5612,24.89,66.49,1010.15,65.65,436.39
5613,18.12,50.16,1009.82,100.09,453.29
5614,28.14,61.47,1009.69,64.66,435.35
5615,12.0,41.17,1019.48,58.71,474.4
5616,15.62,35.4,1016.19,53.95,467.95
5617,11.29,35.76,1019.32,58.91,473.74
5618,17.99,50.16,1009.98,100.09,451.38
5619,4.87,42.85,1013.6,92.3,482.22
5620,19.25,43.43,1012.01,73.26,451.08
5621,11.74,40.6,1013.91,90.57,473.84
5622,13.43,43.69,1016.21,73.01,475.36
5623,25.33,71.32,1007.05,85.31,434.68
5624,19.26,44.34,1019.45,51.32,467.72
5625,17.89,40.12,1011.99,76.52,451.79
5626,30.57,58.9,1004.54,54.37,438.49
5627,7.45,43.13,1019.31,86.32,485.6
5628,24.03,66.54,1012.19,69.15,438.08
5629,8.03,40.07,1016.06,47.46,488.02
5630,28.06,70.04,1009.89,66.07,431.7
5631,10.06,39.61,1018.22,70.22,471.86
5632,9.68,40.77,1022.04,85.23,473.73
5633,26.38,69.88,1008.42,86.25,432.25
5634,10.84,39.18,1023.64,87.1,474.49
5635,7.05,40.69,1020.53,89.67,476.75
5636,13.34,41.79,1011.48,86.66,461.12
5637,24.39,63.77,1013.3,77.53,443.65
5638,24.26,69.71,1008.98,81.58,438.6
5639,8.23,41.01,1022.89,98.03,474.52
5640,13.15,40.78,1024.13,79.59,462.3
5641,31.35,71.97,1008.29,72.26,430.16
5642,22.88,65.48,1017.33,66.26,447.14
5643,25.44,56.57,1013.8,66.72,444.61
5644,27.79,71.85,1008.95,87.35,427.67
5645,21.99,57.5,1015.87,80.72,446.96
5646,13.35,40.27,1005.83,49.75,474.68
5647,28.63,66.56,1005.88,64.73,427.35
5648,12.78,44.6,1013.64,77.56,468.67
5649,8.37,40.92,1021.82,86.03,476.02
5650,11.93,38.78,1013.15,96.08,474.57
5651,21.03,63.86,1014.84,71.72,450.64
5652,27.2,65.12,1016.2,44.95,442.54
5653,26.93,75.23,1010.19,62.12,434.1
5654,12.76,42.32,1015.35,78.18,466.15
5655,8.55,35.77,1016.15,73.32,481.44
5656,14.66,40.89,1009.72,91.56,465.73
5657,10.36,37.83,1005.87,98.56,472.62
5658,21.54,66.54,1004.99,92.87,440.8
5659,14.02,41.78,1011.26,48.62,465.87
5660,12.35,40.8,1027.35,72.69,476.88
5661,25.89,58.86,1014.16,52.95,445.17
5662,22.05,61.27,1019.6,58.83,447.95
5663,32.06,71.85,1007.9,56.44,426.07
5664,24.55,57.5,1015.36,62.45,447.3
5665,27.23,71.77,1006.59,77.94,427.39
5666,24.29,57.5,1014.85,67.28,449.98
5667,30.4,77.3,1002.44,59.42,438.43
5668,26.5,66.75,1018.48,61.62,431.23
5669,10.42,41.26,1008.48,96.76,472.54
5670,15.79,44.89,1010.19,84.61,458.09
5671,15.79,49.15,1020.62,76.22,465.62
5672,30.3,73.67,1005.57,58.74,431.57
5673,25.58,64.45,1011.07,61.47,447.16
5674,12.36,48.04,1012.8,93.59,468.37
5675,10.56,40.22,1005.08,89.71,478.02
5676,30.01,69.13,1010.11,62.42,425.75
5677,14.91,40.73,1017.44,86.91,458.99
5678,15.9,41.35,1006.28,78.2,464.03
5679,8.91,43.52,1022.78,98.0,478.38
5680,26.88,61.5,1009.17,61.26,440.13
5681,14.78,42.86,1015.32,84.75,471.17
5682,30.95,71.58,1009.95,50.02,430.47
5683,17.9,58.33,1013.6,85.81,452.28
5684,13.96,39.54,1011.05,85.72,468.82
5685,29.85,71.58,1010.04,58.66,432.26
5686,14.07,40.78,1024.67,72.66,456.71
5687,25.26,52.3,1006.65,64.64,442.76
5688,10.07,40.92,1021.84,84.18,471.71
5689,15.66,43.99,1021.18,88.62,467.57
5690,6.25,40.02,1032.14,80.22,481.38
5691,27.71,69.51,1009.65,58.38,435.04
5692,12.75,42.34,1018.17,94.67,465.44
5693,21.44,51.19,1009.1,84.94,446.17
5694,32.98,73.88,1006.31,47.55,440.28
5695,27.54,74.22,1007.44,75.91,430.72
5696,11.68,40.55,1006.48,96.16,474.8
5697,8.02,39.04,1018.49,68.07,479.53
5698,19.15,44.34,1019.54,48.09,468.8
5699,18.53,63.91,1010.26,97.8,440.64
5700,30.82,76.2,1007.47,59.3,432.22
5701,22.9,67.25,1017.74,74.53,438.62
5702,22.18,62.39,1007.84,85.74,452.31
5703,3.69,38.44,1016.74,82.87,490.78
5704,19.89,44.9,1008.12,67.3,453.09
5705,23.36,65.18,1012.35,78.09,436.39
5706,13.58,44.47,1029.91,70.41,467.15
5707,25.88,61.47,1007.93,68.71,445.65
5708,6.57,39.37,1020.2,77.37,487.94
5709,10.51,37.5,1010.7,96.29,474.24
5710,26.14,72.99,1007.49,81.72,433.25
5711,13.31,41.26,1020.83,79.55,462.87
5712,14.01,42.99,1007.12,69.69,469.23
5713,8.64,34.69,1026.79,80.88,482.15
5714,24.88,73.17,1012.26,84.96,434.85
5715,23.28,69.51,1013.31,53.0,444.17
5716,25.6,58.46,1016.34,66.6,441.88
5717,27.0,73.17,1009.82,64.43,434.94
5718,25.69,62.26,1011.38,74.08,436.36
5719,20.77,60.1,1011.11,81.09,450.32
5720,12.45,40.81,1025.63,66.26,474.73
5721,27.32,66.54,1004.95,72.58,431.33
5722,25.51,67.69,1004.53,80.03,433.02
5723,17.45,49.64,1026.4,66.67,454.67
5724,24.4,60.37,1006.77,82.43,440.64
5725,18.98,38.52,1018.85,63.16,454.6
5726,9.48,44.68,1023.29,92.9,478.66
5727,12.04,41.58,1018.02,88.91,464.45
5728,26.11,47.43,1009.01,56.09,445.36
5729,25.28,71.94,1006.73,86.69,432.26
5730,27.46,61.86,1012.39,66.09,439.72
5731,12.42,40.24,1016.59,90.01,469.59
5732,32.49,74.99,1002.19,34.58,435.43
5733,26.16,52.36,1013.62,58.52,453.08
5734,23.39,61.87,1010.35,48.91,444.03
5735,21.12,49.15,1021.29,52.9,456.92
5736,19.94,65.46,1017.7,68.94,448.67
5737,26.15,63.21,1012.31,76.44,441.23
5738,13.93,38.91,1013.04,73.51,470.39
5739,12.87,45.51,1015.3,86.67,475.77
5740,28.29,68.08,1010.77,53.92,430.93
5741,7.78,39.18,1024.62,85.15,484.65
5742,21.11,58.12,1015.38,77.78,453.28
5743,23.97,64.05,1012.23,90.18,447.44
5744,25.71,66.05,1018.58,66.23,444.35
5745,24.7,50.23,1016.23,62.03,454.42
5746,10.32,38.91,1012.11,81.49,479.17
5747,11.46,39.82,1012.09,86.2,477.99
5748,10.53,41.26,1007.48,98.74,475.96
5749,21.91,58.62,1015.95,72.87,450.23
5750,25.35,65.18,1012.67,70.36,438.17
5751,22.77,59.92,1009.67,94.09,437.9
5752,22.28,59.92,1009.36,95.38,437.85
5753,18.94,47.83,1005.18,78.59,455.19
5754,6.92,41.26,1011.16,96.2,483.61
5755,23.07,65.46,1014.07,46.77,446.19
5756,13.89,43.7,1015.12,64.99,470.88
5757,14.13,53.82,1016.72,64.85,467.08
5758,7.4,40.72,1022.56,87.67,484.29
5759,6.17,36.25,1028.68,90.59,483.77
5760,10.8,41.62,1012.84,93.84,462.84
5761,32.77,72.86,1003.6,52.87,433.84
5762,29.56,70.4,1006.49,82.95,432.85
5763,31.05,62.7,1009.35,55.27,441.67
5764,8.85,41.06,1020.99,86.05,486.4
5765,31.15,69.59,1007.82,64.96,431.37
5766,28.18,66.56,1005.69,65.67,426.79
5767,10.24,41.17,1019.73,82.04,479.78
5768,28.38,72.39,998.93,73.85,432.02
5769,15.46,44.88,1017.52,93.32,461.2
5770,19.97,59.14,1016.05,70.58,450.06
5771,28.36,68.08,1013.34,42.82,434.54
5772,15.09,44.34,1019.46,60.49,468.8
5773,10.72,40.81,1016.51,80.26,474.64
5774,16.37,52.9,1015.14,73.11,461.15
5775,24.66,57.43,1013.17,71.82,445.41
5776,26.44,54.2,1012.65,48.02,444.78
5777,6.3,41.14,1027.45,86.11,481.49
5778,23.56,49.16,1002.54,69.07,443.02
5779,8.73,39.42,1025.63,69.87,474.44
5780,14.49,42.86,1013.94,88.2,468.4
5781,20.26,50.32,1009.81,93.12,448.4
5782,13.56,40.8,1024.8,63.6,475.89
5783,29.01,70.04,1010.02,57.35,430.26
5784,19.78,54.42,1011.74,89.34,456.84
5785,19.24,56.89,1014.29,72.97,452.64
5786,8.36,40.71,1026.34,82.76,487.79
5787,27.08,66.05,1017.91,59.1,441.16
5788,9.3,43.14,1010.99,88.12,477.02
5789,6.29,43.65,1020.68,70.14,485.8
5790,21.33,60.1,1010.97,78.36,451.95
5791,14.55,40.73,1018.36,89.12,458.82
5792,24.54,44.89,1010.05,59.13,445.11
5793,24.28,71.98,1006.34,90.45,432.47
5794,23.45,69.04,1010.5,80.77,442.48
5795,5.62,40.62,1015.81,85.34,483.13
5796,20.82,57.76,1019.15,72.46,454.62
5797,6.06,43.65,1014.36,83.94,480.74
5798,21.24,44.3,1014.34,83.39,444.0
5799,18.32,66.86,1012.02,70.0,454.46
5800,9.44,40.0,1015.62,81.16,471.32
5801,17.36,43.96,1013.02,79.59,466.36
5802,26.95,70.79,1004.09,75.35,430.07
5803,21.0,66.86,1013.06,59.7,451.89
5804,29.36,78.05,1011.12,64.17,434.29
5805,14.84,41.23,995.02,88.0,464.85
5806,27.21,67.45,1013.83,43.26,436.47
5807,25.44,75.23,1010.71,66.44,436.67
5808,30.84,66.75,1017.54,40.69,432.03
5809,20.55,65.46,1013.87,58.09,448.83
5810,12.27,49.83,1007.75,92.02,467.1
5811,24.49,65.59,1011.52,85.12,441.8
5812,26.65,74.16,1008.27,94.54,431.47
5813,21.46,58.18,1007.45,95.33,444.12
5814,27.24,71.25,1000.5,86.28,430.94
5815,19.86,41.67,1012.31,53.9,462.86
5816,34.48,74.34,1000.91,42.61,433.94
5817,25.16,60.23,1011.21,68.31,444.98
5818,18.93,59.39,1013.92,68.78,450.14
5819,10.55,41.26,1007.77,99.1,473.6
5820,21.86,63.09,1016.64,87.94,442.79
5821,25.57,62.96,1019.92,58.34,444.81
5822,13.73,50.59,1020.44,85.54,459.6
5823,14.26,44.47,1028.11,66.81,465.22
5824,31.28,69.51,1010.09,36.85,429.29
5825,27.08,66.05,1017.33,54.68,439.47
5826,11.87,44.6,1018.81,84.68,468.47
5827,31.92,68.3,1015.58,41.55,430.07
5828,25.42,75.6,1017.39,77.63,438.24
5829,26.08,48.6,1003.61,57.8,438.61
5830,16.88,43.67,1011.43,73.98,463.81
5831,27.75,69.89,1015.41,73.01,430.33
5832,27.37,71.06,1008.4,87.52,432.14
5833,22.74,58.41,1013.92,84.03,447.85
5834,27.17,73.5,1010.36,73.29,435.22
5835,18.99,56.65,1020.46,77.16,457.55
5836,27.19,71.32,1008.97,88.43,437.92
5837,27.46,67.69,1004.7,70.15,432.64
5838,16.66,41.16,1007.37,76.82,463.39
5839,26.39,66.05,1018.24,61.27,442.22
5840,14.31,42.86,1031.14,69.6,465.36
5841,12.1,41.58,1014.41,90.22,462.28
5842,11.56,39.28,1011.27,82.05,477.71
5843,10.34,41.74,1020.07,79.17,480.84
5844,20.76,59.21,1017.94,80.84,447.67
5845,12.09,38.25,1013.61,81.28,469.29
5846,7.68,38.06,1020.92,83.87,483.8
5847,22.78,58.96,1013.65,57.06,452.03
5848,15.42,40.56,1021.23,59.37,469.33
5849,21.08,46.93,1014.49,63.33,453.87
5850,7.25,41.14,1024.99,95.85,477.45
5851,28.25,66.54,1011.02,43.77,439.67
5852,29.82,43.21,1011.52,63.54,433.31
5853,14.55,41.7,1018.58,80.8,454.14
5854,21.88,69.71,1010.28,97.64,444.39
5855,31.07,70.98,1007.24,72.03,432.96
5856,23.08,64.44,1014.85,69.95,448.61
5857,19.95,57.25,1011.08,88.04,453.03
5858,21.89,63.94,1019.55,55.09,447.74
5859,30.11,70.8,1008.57,69.25,432.33
5860,15.1,41.35,1003.84,97.89,466.14
5861,16.59,43.56,1012.88,59.61,465.03
5862,14.71,44.0,1024.98,85.08,462.87
5863,18.15,41.23,993.82,61.21,456.32
5864,12.24,34.03,1018.44,69.27,474.18
5865,7.71,38.06,1021.0,83.47,482.78
5866,28.15,72.99,1007.62,70.03,431.83
5867,25.11,56.89,1013.33,67.31,441.51
5868,26.82,69.23,1013.28,50.86,436.36
5869,20.58,54.5,1015.04,89.83,467.76
5870,25.04,66.48,1004.12,63.01,433.83
5871,29.56,51.43,1005.87,59.22,437.93
5872,18.92,44.06,1017.47,68.75,453.72
5873,14.72,41.23,997.91,82.69,467.11
5874,22.76,57.5,1014.75,74.38,451.7
5875,25.74,63.73,1010.88,70.87,441.9
5876,10.34,37.5,1010.35,95.56,474.08
5877,14.64,44.92,1025.54,91.12,462.64
5878,9.41,34.69,1027.02,78.91,480.87
5879,4.96,45.87,1007.32,98.78,481.88
5880,32.73,69.88,1007.86,46.95,434.32
5881,9.11,36.66,1026.47,74.79,480.74
5882,21.52,46.21,1010.62,67.62,449.08
5883,19.39,51.43,1011.06,94.35,456.25
5884,26.99,68.12,1011.45,58.48,436.95
5885,30.68,71.8,1010.81,61.4,435.4
5886,31.23,75.08,1004.93,46.19,439.14
5887,14.24,39.99,1009.3,83.75,466.2
5888,9.31,43.56,1015.09,79.96,482.55
5889,16.1,36.71,1013.58,74.41,471.46
5890,21.33,50.32,1008.58,85.3,442.44
5891,17.4,43.14,1018.51,75.31,457.59
5892,10.59,25.36,1009.59,100.16,470.96
5893,29.42,74.9,1004.11,64.53,434.66
5894,18.48,50.16,1011.45,99.92,452.06
5895,26.91,70.47,1007.55,72.59,434.24
5896,9.59,38.91,1011.87,81.3,479.96
5897,25.01,68.63,1013.76,43.65,447.12
5898,22.71,59.43,1005.68,83.52,441.24
5899,26.55,60.23,1009.88,79.54,438.95
5900,13.78,42.03,1017.51,84.94,467.6
5901,28.32,71.64,1004.73,72.71,436.31
5902,23.49,73.18,1012.4,90.05,437.01
5903,22.76,49.21,1014.35,48.85,448.73
5904,24.96,60.84,1018.13,59.51,442.36
5905,20.31,45.87,1007.89,73.7,449.54
5906,14.57,44.84,1023.46,87.2,464.58
5907,27.17,61.02,1011.38,65.32,437.06
5908,18.96,47.83,1006.15,75.61,454.35
5909,29.23,68.14,1004.31,81.46,428.87
5910,16.49,41.93,1022.92,44.98,467.48
5911,20.08,44.6,1014.91,36.27,461.07
5912,31.41,64.44,1013.84,49.49,439.3
5913,12.12,40.0,1018.72,84.42,462.1
5914,25.32,54.5,1015.5,68.17,451.52
5915,20.21,69.94,1009.33,83.96,447.06
